LOCATION,Country,TYPE_VAR,Type of indicator,VARIABLE,Indicator,WB,Current/Future Well-being,SEX,Sex,AGE,Age,EDUCATION,Education,TIME,Time,Value,Flag Codes,Flags
FIN,Finland,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2006,2006,53.1,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2007,2007,49.2,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2008,2008,50.5,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2009,2009,51,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2010,2010,49.2,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2011,2011,50.4,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2012,2012,50.6,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,48,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2014,2014,48.9,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2015,2015,53,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2016,2016,51.3,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2017,2017,51.6,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2018,2018,51.2,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2019,2019,50.1,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2020,2020,51.2,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2010,2010,76.92204714,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2011,2011,76.92204714,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2012,2012,76.92204714,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,76.92204714,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2014,2014,76.92204714,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2015,2015,76.92204714,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2016,2016,76.92204714,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2017,2017,76.92204714,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2018,2018,76.92204714,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2019,2019,76.92204714,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2020,2020,76.92204714,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2010,2010,7.633885741,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2011,2011,7.633885741,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2012,2012,7.633885741,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,7.633885741,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2014,2014,7.633885741,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2015,2015,7.633885741,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2016,2016,7.633885741,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2017,2017,7.633885741,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2018,2018,7.633885741,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2019,2019,7.633885741,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2020,2020,7.633885741,,
FIN,Finland,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2021,2021,7.633885741,,
FRA,France,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2004,2004,52.9,,
FRA,France,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2005,2005,54,,
FRA,France,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2006,2006,53.7,,
FRA,France,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2007,2007,59.1,,
FRA,France,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2008,2008,53.8,,
FRA,France,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2009,2009,53.3,,
FRA,France,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2010,2010,51.9,,
FRA,France,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2011,2011,49.2,,
FRA,France,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2012,2012,51.7,,
FRA,France,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,51.9,,
FRA,France,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2014,2014,54.3,,
FRA,France,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2015,2015,54.1,,
FRA,France,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2016,2016,53.2,,
FRA,France,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2017,2017,54.1,,
FRA,France,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2018,2018,54.8,,
FRA,France,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2019,2019,53.9,,
FRA,France,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2020,2020,54.6,,
FRA,France,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2012,2012,60.51769257,,
FRA,France,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2015,2015,60.51769257,,
FRA,France,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2016,2016,60.51769257,,
FRA,France,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2017,2017,60.51769257,,
FRA,France,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2010,2010,17.4804464,,
FRA,France,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2011,2011,17.4804464,,
FRA,France,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2012,2012,17.4804464,,
FRA,France,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,17.4804464,,
FRA,France,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2014,2014,17.4804464,,
FRA,France,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2015,2015,17.4804464,,
FRA,France,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2016,2016,17.4804464,,
FRA,France,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2017,2017,17.4804464,,
FRA,France,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2018,2018,17.4804464,,
FRA,France,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2019,2019,17.4804464,,
FRA,France,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2020,2020,17.4804464,,
FRA,France,HOR,Gap between groups (horizontal inequality),11_2,Negative affect balance,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2021,2021,17.4804464,,
DEU,Germany,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2005,2005,55.4,,
DEU,Germany,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2006,2006,55.2,,
DEU,Germany,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2007,2007,52.9,,
DEU,Germany,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2008,2008,57.1,,
DEU,Germany,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2009,2009,56.3,,
DEU,Germany,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2010,2010,57,,
DEU,Germany,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2011,2011,56.7,,
DEU,Germany,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2012,2012,56.8,,
DEU,Germany,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2013,2013,58.3,,
DEU,Germany,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2014,2014,56.9,,
DEU,Germany,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2015,2015,56.3,,
DEU,Germany,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2016,2016,57.5,,
DEU,Germany,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2017,2017,57.5,,
DEU,Germany,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2018,2018,57.1,,
DEU,Germany,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2019,2019,59,,
DEU,Germany,HOR,Gap between groups (horizontal inequality),5_2,Perceived health,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2020,2020,52.4,,
DEU,Germany,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2011,2011,65.19855857,,
DEU,Germany,HOR,Gap between groups (horizontal inequality),10_2,Feeling safe at night,CWB,Current Well-being,TOT,Total population,TOT,Total population,PRIMARY,Primary,2012,2012,65.19855857,,
